es	en	atestiguan	witness, attest, testify
es	en	coraje	courage, guts
es	en	estremece	shudders, shake, thrill
es	en	gloria	glory, fame, triumph
es	en	grandeza	greatness, grandeur, enormity
es	en	homenajeable	honorable
es	en	imponente	imposing, towering, grand
es	en	notable	remarkable, noticeable, marked
es	en	tesón	tenacity, firmness
